gender	hand	eyecolor	glasses	california	birthmonth	birthday	birthyear	ageinmonths	height	graduate	oncampus	time	walk	hsclass	HSCA	calculus	AP	cell	ipod	sleep	alcohol	speed	UCLA	book	relax	instructor	tire	Quarter
female	right	brown	yes	no	april	18	1989	227	67	2011	yes	18	walk	212	no	yes	no	yes	yes	9	2	65	45000	yes	tennis	Ioudina	rear left	Spring08
female	right	brown	yes	no	july	5	1984	285	64	2009	no	45	car (by yourself)	300	yes	no	no	yes	yes	10	1	100	10000	yes	slepping	Ioudina	front left	Spring08
female	right	hazel	no	no	jan	27	1987	255	66	2010	no	25	walk	30	yes	yes	no	yes	yes	8	3	100	15000	yes	Freestyle Skiing	Ioudina	front left	Spring08
female	right	brown	yes	yes	oct	5	1987	243	62	2009	no	65	bus	400	yes	yes	no	yes	yes	6	0	90	15000	no	dancing	Ioudina	front right	Spring08
male	right	brown	no	yes	feb	23	1987	254	58	2009	no	7	carpool	300	yes	no	no	yes	yes	9	0	110		no	herbal refreshments	Davis	front right	Spring08
female	right	brown	yes	yes	feb	4	1988	240	62	2010	yes	20	walk	500	yes	yes	no	yes	yes	6	0	60	20000	yes	playing piano	Ioudina	front right	Spring08
male	right	brown	yes	no	dec	23	1986	243	71	2010	no	20	walk		yes	yes	no	yes	yes	9	1	100	60000	no	Snowboard	Ioudina	rear right	Spring08
female	right	blue	yes	yes	oct	8	1987	312	63	2010	yes	20	walk	600	yes	no	no	yes	no	8	0	100	40000	no	none	Ioudina	front left	Spring08
male	left	brown	no	yes	sept	7	1988	235	77	2011	yes	20	walk	513	yes	yes	yes	yes	yes	5	15	143	18000	yes	Basketball	Ioudina	front right	Spring08
male	right	brown	yes	no	nov	8	1988	232	68	2010	no	20	bus	257	yes	yes	no	yes	yes	9	3	95	8522	yes	basketball	Ioudina	front left	Spring08
female	right	blue	no	yes	april	18	1989	228	61	2011	yes	15	walk	450	yes	no	no	yes	yes	8	1	90	40000	yes	listening to music	Ioudina	front right	Spring08
female	right	brown	yes	yes	june	20	1988	240	61	2010	yes	15	walk	320	yes	yes	yes	yes	yes	9	1	0	14000	no	singing	Ioudina	front right	Spring08
male	right	brown	yes	yes	april	12	1987	251	64	2009	yes	15	walk	350	yes	yes	no	yes	yes	8	0	80	25000	yes	piano	Ioudina	front left	Spring08
male	right	brown	yes	yes	aug	18	1989	217	64	2011	yes	15	walk	300	yes	yes	yes	yes	no	6	0	70	20000	no	none	Ioudina	front left	Spring08
male	right	other	yes	yes	sept	4	1989	224	71	2011	yes	12	walk	400	yes	yes	no	yes	yes	9	0	80	5000	yes	Tennis	Ioudina	front right	Spring08
female	right	hazel	no	yes	may	24	1989	216	66	2011	yes	15	walk	575	yes	yes	no	yes	yes	9		90	42000	no	napping	Ioudina	rear left	Spring08
male	ambidextrous	brown	yes	no	may	27	1988	228	67	2010	yes	10	skateboard	8	no	yes	no	yes	yes	8.5	0	110	35000	yes	tennis	Ioudina	rear right	Spring08
male	right	blue	no	yes	feb	22	1989	230	73	2011	yes	10	walk	450	yes	yes	no	yes	yes	10	20	104	20000	no	sports	Ioudina	front left	Spring08
male	right	brown	no	yes	jan	28	1989	231	68	2011	yes	15	walk	64	yes	yes	no	yes	yes	9	4	120	42000	no	basketball	Ioudina	rear right	Spring08
male	right	brown	yes	yes	may	13	1988	239	66	2010	yes	15	walk	470	yes	yes	no	yes	yes	7	2	125	35000	no	Playing video games	Davis	rear left	Spring08
male	right	brown	no	no	april	10	1988	240	69	2010	yes	10	walk	500	yes	yes	yes	yes	yes	7	0	110		no	Music	Sugano	front right	Spring08
male	right	brown	yes	yes	sept	20	1987	246	70	2008	yes	20	walk	21	yes	yes	no	yes	yes	7	0	92	10000	yes	Sitting down	Ioudina	front left	Spring08
female	right	brown	yes	no	may	7	1988	239	61	2010	yes	30	walk	300	yes	yes	no	yes	yes	10	1	130	30000	no	sleeping	Ioudina	front right	Spring08
female	right	brown	yes	yes	july	22	1988	236	63	2010	yes	15	walk	550	yes	yes	no	yes	yes	6	0	91	50000	yes	Badminton	Ioudina	rear right	Spring08
male	right	brown	yes	yes	aug	25	1988	236	60	2010	yes	10	walk	650	yes	yes	no	yes	yes	8	0	75	10000	yes	Read	Ioudina	front right	Spring08
male	right	brown	no	yes	april	3	1988	240	70	2010	yes	20	walk	500	yes	yes	no	yes	yes	4	0	110	25000	no	Community Service	Ioudina	front right	Spring08
female	left	brown	yes	yes	jan	3	1989	231	63	2010	yes	15	walk	400	yes	yes	no	yes	yes	9	0	85	12000	no	watching movies	Ioudina	front left	Spring08
male	right	brown	yes	yes	sept	9	1989	223	71	2011	yes	20	walk	220	yes	yes	no	yes	yes	8	0	80	30000	no	running	Ioudina	front right	Spring08
female	right	blue	yes	yes	nov	28	1989	220	70	2011	yes	10	walk	260	yes	yes	yes	yes	yes	6	0	100	20000	yes	travelling	Ioudina	front left	Spring08
female	left	hazel	no	no	jan	15	1988	243	68	2010	no	19	walk	900	yes	yes	yes	yes	yes	9	9	110	15000	yes	Shopping	Ioudina	front left	Spring08
male	right	blue	yes	yes	july	7	1988	233	73	2010	yes	15	walk	900	yes	yes	no	yes	yes	9	0	95	25000	yes	Basketball	Ioudina	front right	Spring08
female	right	green	no	no	feb	4	1988	242	65	2010	yes	13	walk	250	yes	no	no	yes	yes	6	8	90	15000	yes	reading	Ioudina	front left	Spring08
female	right	brown	yes	no	jan	27	1987	243	67	2009	yes	20	walk	500	yes	yes	no	yes	no	9	0	90	50000	yes	drawing	Ioudina	front right	Spring08
female	right	brown	yes	no	mar	22	1989	217	66	2011	yes	30	walk	80	yes	yes	no	yes	yes	3	0	80	2000	no	watch movies	Ioudina	front right	Spring08
female	right	green	no	yes	june	6	1989	226	62	2011	yes	15	walk	400	yes	yes	yes	yes	yes	6	12	110	10000	yes	soccer	Ioudina	rear right	Spring08
male	right	blue	no	yes	july	25	1983	296	72.5	2009	no	20	motorcycle	900	yes	yes	no	yes	yes	4	3	150	25000	no	snowboarding	Ioudina	front right	Spring08
female	right	brown	yes	no	april	17	1987	243	61	2010	no	20	walk	500	yes	yes	no	yes	yes	7	0	90	30000	no	arts and crafts	Ioudina	rear left	Spring08
male	right	brown	yes	yes	feb	5	1987	252	64	2009	no	15	walk	300	yes	yes	no	yes	yes	6	0	0	30000	yes	watching movies	Ioudina	rear right	Spring08
female	right	hazel	no	no	mar	12	1988	240	65	2010	yes	30	walk	500	yes	yes	no	yes	yes	5	1	90	44000	no	dancing	Ioudina	rear left	Spring08
male	right	green	no	yes	april	16	1986	264	74	2008	no	15	walk	770	yes	yes	no	yes	yes	6	7	90	40000	yes	working out	Davis	rear left	Spring08
female	right	hazel	yes	yes	oct	11	1984	281	64	2008	no	20	car (by yourself)	309	yes	no	no	yes	yes	10	1	90	28000	no	painting	Davis	rear left	Spring08
male	right	brown	no	yes	feb	8	1989	229	72	2012	no	20	other	76	yes	yes	no	yes	yes	5	0	110	30000	yes	martial arts	Davis	front right	Spring08
female	right	hazel	no	yes	april	26	1987	252	63	2009	yes	20	bus	250	yes	yes	no	yes	yes	8	0	100	40000	yes	decorating	Davis	rear right	Spring08
female	right	brown	yes	no	june	5	1986	262	63	2008	no	15	car (by yourself)	600	yes	yes	no	yes	no	10	1	90	5000	no	Cooking	Davis	front left	Spring08
female	right	brown	yes	yes	feb	12	1989	230	64	2010	yes	20	walk	860	yes	yes	yes	yes	yes	7	2	90	25000	yes	painting	Sugano	front right	Spring08
female	right	brown	yes	yes	feb	12	1988	241	65	2010	yes	20	walk	200	yes	yes	no	yes	yes	8	0	90	100000	yes	tennis	Davis	front left	Spring08
female	right	blue	yes	no	aug	27	1985	272	67	2008	no	15	car (by yourself)	280	yes	no	no	yes	yes	7	2	110	10000	yes	painting	Davis	front left	Spring08
female	right	green	no	yes	april	26	1988	240	61.5	2010	yes	20	walk	368	yes	yes	no	yes	yes	7	0	95	40000	no	reading	Sugano	front left	Spring08
male	right	brown	yes	yes	june	30	1988	238	75	2010	yes	12	walk	250	yes	yes	yes	yes	yes	5	0	105	35000	yes	Guitar	Sugano	front left	Spring08
female	right	amber	yes	yes	mar	12	1989	229	68	2011	yes	15	walk	440	yes	yes	no	yes	yes	5	8	98	30000	yes	salsa dancing	Davis	front right	Spring08
female	right	brown	no	yes	aug	12	1989	237	66	2011	yes	15	walk	327	yes	no	no	yes	yes	7	0	80	23000	yes	dancing	Davis	front left	Spring08
male	right	hazel	yes	yes	feb	27	1987	253	69	2008	no	15	walk	85	yes	yes	no	yes	yes	3	0	110	10000	no	working out	Davis	front left	Spring08
male	right	brown	no	yes	jan	28	1989	230	69	2011	yes	15	walk	920	yes	yes	yes	yes	yes	7	0	85	20000	yes	tennis	Davis	front left	Spring08
female	right	brown	yes	no	oct	5	1987	246	63	2010	no	15	walk	400	yes	yes	no	yes	no	8	0	90	23000	yes	Dance	Davis	front left	Spring08
female	left	brown	no	no	june	12	1988	238	69	2010	no	5	walk	650	yes	yes	no	yes	yes	7	2	105	10000	yes	reading	Davis	front left	Spring08
female	right	brown	no	no	nov	18	1988	232	65	2010	yes	20	walk	400	yes	yes	no	yes	yes	2	10	130	10000	no	NONE	Davis	front right	Spring08
female	right	brown	no	yes	feb	28	1988	242	69	2010	yes	20	walk	520	yes	yes	no	yes	yes	7	0	83	15000	no	music	Davis	rear right	Spring08
female	right	brown	no	yes	nov	19	1985	268	64	2009	no	90	car (by yourself)	400	yes	no	no	yes	yes	6	0	90	8000	no	dancing	Davis	front left	Spring08
male	left	brown	yes	yes	june	5	1987	249	72	2009	yes	15	walk	750	yes	yes	no	yes	yes	10	2	75	1000	yes	Travel	Davis	rear left	Spring08
female	right	blue	no	yes	oct	12	1989	222	69	2011	yes	14	walk	150	yes	yes	no	yes	yes	9	0	100	9000	yes	Track and Field	Sugano	front right	Spring08
male	right	brown	yes	yes	june	30	1989	226	65	2011	yes	15	walk	353	yes	yes	no	yes	yes	8	0	85	24000	no	nono	Sugano	rear left	Spring08
female	right	amber	yes	yes	oct	27	1989	222	67	2011	yes	15	walk	325	yes	no	no	yes	yes	6	7	100	50000	yes	dance	Sugano	rear left	Spring08
male	right	hazel	yes	yes	nov	30	1989	220	72	2011	yes	15	walk	330	yes	yes	no	yes	yes	9	0	120		no	basketball	Davis	front left	Spring08
female	right	brown	no	yes	jan	7	1989	231	64	2011	yes	20	walk	168	yes	yes	no	yes	yes	12	0	65	15000	no	dance	Sugano	front right	Spring08
female	right	brown	yes	yes	may	2	1989	224	67	2011	yes	20	walk	385	yes	yes	no	yes	yes	7	0	55	20000	yes	puzzle-making	Kreigler	rear right	Winter08
female	right	brown	yes	yes	dec	13	1987	240	64	2010	yes	15	walk	320	yes	no	no	yes	yes	6	1	105	30000	yes	Shopping	Kreigler	front right	Winter08
female	left	brown	no	yes	mar	19	1989	226	66	2011	yes	15	walk	305	yes	no	no	yes	yes	7	0	90	45000	no	exercising	Davis	front left	Winter08
female	right	brown	no	yes	aug	5	1989	221	66	2011	yes	20	walk	200	yes	no	no	yes	yes	6	0	95	30000	no	basketball	Davis	front left	Winter08
female	right	brown	yes	no	june	21	1989	223	62.5	2011	yes	20	walk	462	yes	yes	no	yes	yes	7	0	102	20000	no	tap dancing	Davis	rear left	Winter08
female	right	hazel	yes	yes	may	10	1989	223	61	2011	yes	7	walk	280	yes	yes	no	yes	yes	4	0	90	40000	no	tennis	Davis	front right	Winter08
female	right	hazel	yes	no	may	4	1988	236	70	2010	yes	15	motorcycle	300	yes	no	no	yes	yes	6	0	105	1000	no	Tennis	Davis	front right	Winter08
female	right	brown	yes	yes	oct	23	1989	219	64	2011	yes	20	walk	500	yes	yes	no	yes	yes	7	0	90	22000	yes	baking	Kreigler	front left	Winter08
male	right	brown	yes	no	april	21	1988	237	70	2010	yes	15	walk	423	yes	yes	yes	yes	yes	6	0	120	35000	yes	video games	Davis	front right	Winter08
female	right	green	no	yes	feb	15	1989	227	64		yes		walk		yes	yes	yes	yes	yes					yes		Davis	front left	Winter08
male	right	brown	yes	yes	nov	25	1989	218	69	2011	yes	7	skateboard	395	yes	no	no	yes	yes	6.25	2	90	10000	yes	rock climbing	Davis	front right	Winter08
female	right	brown	no	yes	july	24	1988	234	68	2010	yes	15	walk	600	yes	no	no	yes	yes	6.5	3	120	30000	yes	dance	Davis	front left	Winter08
female	left	amber	no	yes	feb	2	1989	227	65	2011	yes	15	walk	286	yes	yes	no	yes	yes	7	0	75	20000	yes	Writing	Davis	rear left	Winter08
female	right	brown	no	yes	mar	16	1986	261	64	2008	no	30	carpool	33	yes	yes	no	yes	yes	7	0	60	30000	no	cooking	Davis	front left	Winter08
female	right	brown	yes	yes	aug	23	1989	220	63	2011	yes	15	walk	366	yes	yes	no	yes	yes	7	1	70	11000	no	listening to music	Davis	rear right	Winter08
female	right	hazel	no	yes	aug	11	1989	220	67	2011	yes	15	walk	200	yes	yes	no	yes	yes	7	0	80	20000	no	Basketball	Davis	rear right	Winter08
male	right	brown	yes	no	may	23	1985	271	67	2008	no	15	walk	250	yes	yes	no	yes	yes	4	0	100	50000	no	soccer	Davis	rear right	Winter08
male	right	brown	no	yes	april	14	1988	237	65	2010	no	25	walk	304	yes	yes	no	yes	yes	5	0	100	35000	yes	I produce hip hop music	Davis	rear left	Winter08
female	right	brown	no	yes	oct	2	1988	231	62	2010	yes	20	walk	700	yes	yes	no	yes	yes	7	3	90	45000	yes	dance	Davis	front right	Winter08
female	right	brown	no	yes	mar	24	1988	238	65	2010	yes	15	walk	400	yes	yes	no	yes	yes	7	0	95	6000	yes	scrapbooking	Davis	front left	Winter08
male	right	brown	yes	yes	sept	29	1988	232	72	2010	yes	20	walk	500	yes	yes	yes	yes	yes	4	5	90	5000	no	sports	Davis	front left	Winter08
female	left	brown	yes	yes	oct	20	1988	231	66	2011	yes	15	walk	300	yes	yes	no	yes	yes	8	4	70	45000	yes	swimming	Davis	rear left	Winter08
male	right	hazel	yes	yes	mar	23	1987	250	68	2009	no	15	bicycle	625	yes	yes	no	yes	yes	6	1	130	25000	no	Games	Davis	rear left	Winter08
male	left	brown	yes	no	april	7	1987	249	71	2010	yes	15	walk	350	yes	yes	no	yes	yes	6	2	90	40000	yes	tennis	Davis	front left	Winter08
female	right	hazel	no	yes	mar	22	1988	238	66	2010	no	10	walk	300	yes	yes	no	yes	yes	7	4	95	36000	yes	soccer	Davis	front left	Winter08
female	right	brown	yes	yes	april	21	1987	249	62	2009	yes	25	walk	595	yes	yes	no	yes	yes	6.5	0	80	18000	no	running	Davis	front right	Winter08
male	right	brown	no	yes	nov	12	1988	230	72	2010	no	10	bicycle	240	yes	yes	no	yes	yes	6	15	110	27000	yes	Sailing	Davis	front right	Winter08
female	right	brown	yes	yes	may	5	1989	224	61	2011	yes	15	walk	81	yes	yes	no	yes	yes	6	0	80	30000	no	dance	Davis	front left	Winter08
female	right	brown	no	yes	oct	27	1989	219	64	2011	yes	15	walk	850	yes	yes	no	yes	yes	6.5	3	85	70000	no	field hockey	Davis	front right	Winter08
female	right	green	no	yes	feb	15	1989	227	64		yes	15	walk	300	yes	no	no	yes	yes	7	1	80	50000	no	drawing	Davis	rear right	Winter08
female	right	blue	no	yes	june	26	1988	235	62	2010	yes	20	walk	200	yes	yes	no	yes	yes	6.5	0	85	20000	yes	salsa dancing	Davis	front right	Winter08
female	right	brown	yes	yes	sept	21	1988	232	63	2010	yes	15	walk	994	yes	yes	no	yes	yes	5	0	65	25000	yes		Davis	front right	Winter08
female	right	brown	yes	no	aug	1	1987	245	62	2010	yes	20	walk	85	yes	yes	yes	yes	yes	5	3	90	25000	yes	Dance	Davis	front right	Winter08
female	right	green	yes	yes	jan	14	1988	240	66	2010	yes	12	walk	300	yes	yes	no	yes	yes	8	3	85	10000	yes	Snowboarding	Davis	front left	Winter08
male	right	brown	no	no	may	7	1988	236	71	2010	no	60	car (by yourself)	600	yes	yes	yes	yes	no	6	3	110	10000	no	snowboarding	Davis	rear left	Winter08
female	right	brown	no	yes	oct	2	1988	231	63	2011	yes	20	walk	350	yes	yes	no	yes	yes	6	0	90	30000	no	listening to music	Davis	rear left	Winter08
female	right	brown	no	no	june	6	1988	235	64	2010	yes	25	walk	500	yes	no	no	yes	yes	6	0	100	10000	yes	shopping	Davis	front left	Winter08
female	right	brown	yes	yes	may	3	1988	236	64	2010	yes	20	walk	1000	yes	yes	no	yes	yes	4	0	60	15000	yes	reading	Davis	front left	Winter08
female	right	other	yes	no	sept	7	1985	268	64.9	2009	no	50	other	400	yes	yes	no	yes	yes	6	0	85	2000	yes	none	Davis	front right	Winter08
female	left	brown	yes	no	jan	28	1988	240	64	2010	yes	15	walk	500	yes	no	no	yes	yes	5	4	110	30000	yes	watching movies	Davis	rear left	Winter08
female	right	brown	yes	no	sept	3	1988	232	63	2010	yes	15	walk	900	yes	yes	no	yes	yes	7	2	100	28000	yes	shopping	Davis	rear right	Winter08
female	right	brown	yes	yes	jan	7	1989	228	66	2011	yes	15	walk	560	yes	no	no	yes	yes	8	0	0	20000	no	Traveling	Davis	front right	Winter08
female	right	brown	no	yes	mar	16	1988	238	65	2009	yes	30	walk	350	yes	no	no	yes	yes	7	0	70	15000	no	baking	Davis	rear right	Winter08
male	right	brown	yes	no	dec	11	1988	229	69	2010	yes	15	walk	343	yes	yes	no	yes	yes	5	0	90	5000	no	football	Davis	front left	Winter08
male	left	brown	yes	no	nov	9	1987	242	69	2010	yes	17	car (by yourself)	550	yes	yes	no	yes	yes	5	0	134	15000	yes	Driving, Working on cars	Davis	front left	Winter08
female	right	brown	yes	no	mar	2	1989	226	58	2011	yes	17	walk	450	yes	yes	no	yes	yes	7	0	70	9000	yes	tennis	Davis	front right	Winter08
female	right	green	no	yes	aug	12	1989	221	65	2011	yes	25	walk	278	yes	no	yes	yes	yes	7.5	0	90	35000	yes	knitting	Davis	front right	Winter08
male	right	brown	yes	yes	june	29	1989	223	70	2011	yes	10	walk	415	yes	yes	no	yes	yes	7	8	110	40000	yes	singing	Davis	rear left	Winter08
female	right	brown	yes	no	sept	24	1986	256	63	2008	no	52	walk	186	yes	yes	yes	yes	yes	4	1	100	15000	yes	dance	Davis	rear left	Winter08
female	right	brown	yes	yes	jan	26	1989	228	67	211	yes	20	walk	900	yes	no	yes	yes	yes	7	0	80	30000	yes	Trapeze	Davis	front right	Winter08
male	right	brown	yes	yes	may	17	1989	224	68	2011	yes	20	walk	200	yes	yes	no	yes	yes	7	2	85	15000	no	Listening to music	Davis	rear left	Winter08
female	left	hazel	no	yes	feb	21	1989	227	66	2011	yes	15	walk	1010	yes	yes	no	yes	yes	6.5	0	90	10000	yes	reading	Davis	front left	Winter08
female	left	brown	yes	no	nov	21	1987	242	59	2009	no	10	carpool	200	yes	yes	no	yes	yes	7	2	100	21000	no	baking	Davis	front right	Winter08
female	right	brown	yes	no	july	31	1988	234	62	2010	yes	20	walk	300	yes	yes	no	yes	yes	7	1	90	50000	yes	scrapbooking	Davis	front left	Winter08
male	right	brown	yes	yes	june	6	1988	235	73	2010	yes	14	walk	410	yes	yes	no	yes	yes	6	0	95	15000	yes	basketball	Davis	rear right	Winter08
female	right	brown	yes	yes	april	30	1988	237	60	2010	no	30	walk	100	yes	yes	no	yes	yes	6	0	80	2500	no	none	Davis	front left	Winter08
female	right	brown	yes	no	jan	7	1988	240	63	2010	yes	15	walk	750	yes	yes	no	yes	yes	5.5	0	80	5000	no	music	Davis	front left	Winter08
female	right	gray	yes	no	mar	4	1989	226	63	2011	yes	16	walk	5623	no	yes	no	yes	yes	5.5	0	85	26000	yes	snorkeling	Davis	front left	Winter08
female	left	brown	yes	yes	june	19	1988	235	64	2010	yes	13	walk	700	yes	no	no	yes	no	3	0	70	2000	yes	soccer	Davis	front left	Winter08
female	right	brown	yes	yes	april	3	1987	249	63	2009	no	15	walk		yes	yes	yes	yes	yes	6	1	80	20000	yes	none.	Davis	front right	Winter08
female	right	brown	yes	yes	jan	14	1987	252	63	2009	no	40	car (by yourself)	140	yes	no	no	yes	yes	5	0	95	15000	no	Dancing	Davis	front left	Winter08
female	right	brown	no	yes	feb	3	1987	251	60	2009	yes	30	bus		yes	yes	no	yes	yes	7	3	90	5000	yes	movies	Davis	front right	Winter08
female	left	brown	yes	yes	dec	6	1988	229	62	2011	yes	20	walk	200	yes	yes	yes	yes	yes	6	4	90	30000	yes	shopping	Davis	rear right	Winter08
female	right	brown	no	yes	feb	16	1989	227	62	2011	yes	12	walk	600	yes	yes	no	yes	yes	7	0	88	33000	yes	hiking	Davis	front left	Winter08
female	right	brown	yes	yes	june	6	1987	247	65	2009	no	30	walk	650	yes	yes	no	yes	no	6	0	70	30000	yes	singing	Davis	rear left	Winter08
male	right	brown	no	no	aug	26	1986	257	70	2009	yes	15	walk	500	yes	yes	no	yes	yes		0	110	20000	no	sports	Davis	front right	Winter08
female	right	green	no	yes	sept	17	1985	268	67	2008	no	37	bus	550	yes	no	no	yes	yes	7	1	120	40000	yes	singing	Davis	front right	Winter08
female	right	brown	yes	no	feb	24	1987	251	67	2009	no	20	walk	400	yes	yes	no	yes	yes	7	1	90	3000	yes	cooking	Davis	front right	Winter08
female	right	hazel	no	yes	feb	7	1989	227	67	2010	yes	12	walk	620	yes	yes	yes	yes	yes	7	10	97	30000	no	track & field	Davis	rear right	Winter08
female	left	brown	yes	yes	mar	16	1990	214	52	2011	yes	11	walk	562	yes	yes	yes	yes	yes	7	0	75	10000	yes	Watching movies	Davis	rear right	Winter08
female	right	brown	yes	no	feb	26	1987	251	63	2010	yes	15	walk	524	yes	yes	no	yes	no	7	2	85	25000	yes	dancing	Davis	rear right	Winter08
female	right	brown	yes	yes	sept	14	1988	220	64	2010	no	20	walk	980	yes	yes	no	yes	yes	7	0	90	40000	yes	Bowling	Davis	rear left	Winter08
female	right	green	yes	yes	oct	20	1988	219	67	2010	no	10	walk	184	yes	yes	no	yes	yes	9	10	85	20000	yes	reading	Kreigler	front left	Winter08
female	right	green	yes	yes	aug	8	1988	221	70	2010	no	20	carpool	624	no	no	no	yes	yes	7	7	98	27583	yes	sports	Davis	front left	Winter08
female	right	brown	no	yes	april	12	1989	225	65	2011	yes	25	walk	400	yes	no	no	yes	yes	8	0	95	10000	no	water polo	Davis	rear right	Winter08
female	right	brown	yes	yes	may	25	1988	236	68	2009	yes	15	walk	375	yes	yes	no	yes	yes	8	0	110	8500	yes	Drawing	Davis	rear left	Winter08
male	right	brown	yes	no	sept	28	1988	232	69	2010	yes	20	walk	370	yes	yes	no	yes	yes	7	0	80	9000	yes	filmmaking	Davis	rear left	Winter08
male	right	green	no	no	sept	12	1989	220	69	2011	yes	20	walk	600	yes	yes	no	yes	yes	8.5	10	100	28000	no	Guitar	Davis	front left	Winter08
male	right	brown	no	no	june	26	1987	247	70	2009	no	20	walk	655	yes	yes	no	yes	yes	4	2	120	10000	yes	entertainment industry news	Davis	front right	Winter08
female	right	green	no	yes	feb	22	1989	227	64	2011	yes	25	walk	550	yes	yes	no	yes	yes	5.5	1	100	25000	yes	volleyball	Davis	front right	Winter08
female	right	green	no	yes	nov	21	1989	218	69	2011	yes	20	walk	670	yes	yes	yes	yes	yes	9	2	100	25000	yes	working out	Davis	front left	Winter08
female	right	brown	no	no	mar	24	1988	238	65	2010	yes	3	walk	500	yes	yes	yes	yes	yes	6	0	80	6000	yes	running	Davis	rear right	Winter08
male	right	blue	no	yes	feb	13	1988	239	71	2010	yes	15	walk	225	yes	yes	no	yes	no	7	4	100	20000	no	Video Games	Davis	front left	Winter08
female	right	brown	no	yes	may	27	1987	248	65	2010	no	20	walk	500	yes	yes	no	yes	yes	8	0	90	10000	no	dance	Davis	rear right	Winter08
male	right	brown	yes	no	april	4	1987	249	68	2009	yes	15	walk	250	yes	yes	no	yes	yes	6	0	85	27000	yes	TV	Davis	front left	Winter08
male	right	brown	yes	no	jan	22	1988	240	70	2010	yes	15	walk	1000	yes	yes	yes	yes	yes	9	2	120	25000	yes	work out	Davis	front left	Winter08
