"","ESTU_GENERO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_TIENEINTERNET","FAMI_NUMLIBROS","ESTU_DEDICACIONINTERNET","ESTU_DEDICACIONLECTURADIARIA","COLE_NATURALEZA","COLE_GENERO","COLE_AREA_UBICACION","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL"
"153","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",67,64,62,45,300
"154","M","Estrato 2","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",73,71,78,71,370
"155","F","Estrato 2","3 a 4","Dos","No","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",58,43,53,56,255
"156","F","Estrato 2","3 a 4","Dos","No","11 A 25 LIBROS","No Navega Internet","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,55,60,37,299
"157","M","Estrato 2","3 a 4","Dos","No","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",45,48,50,42,237
"158","F","Estrato 2","5 a 6","Dos","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",43,29,31,31,182
"159","M","Estrato 2","3 a 4","Uno","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",57,54,56,64,275
"160","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",60,54,50,63,270
"161","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,48,59,72,291
"162","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",50,51,57,56,259
"163","M","Estrato 2","7 a 8","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",60,61,60,68,309
"164","M","Estrato 2","5 a 6","Tres","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",65,58,67,62,307
"165","M","Estrato 2","1 a 2","Dos","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",55,37,39,42,213
"166","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,76,67,67,344
"167","M","Estrato 2","5 a 6","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,60,65,82,311
"168","M","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,61,59,66,309
"169","F","Estrato 2","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",57,55,47,59,267
"170","F","Estrato 2","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",72,73,69,71,347
"171","F","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",52,43,50,61,242
"172","F","Estrato 2","5 a 6","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",57,64,58,49,281
"173","M","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",61,54,62,56,302
"174","M","Estrato 2","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",63,65,57,54,310
"175","F","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",56,53,48,37,263
"176","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",66,65,72,63,336
"177","F","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",74,55,69,61,332
"178","F","Estrato 2","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",40,37,48,46,207
"179","F","Estrato 2","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",64,67,64,65,322
"180","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",43,54,49,44,235
"181","M","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",70,73,73,77,357
"182","F","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",58,54,58,54,279
"183","F","Estrato 2","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",57,55,61,60,298
"184","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,57,58,45,284
"185","F","Estrato 2","3 a 4","Tres","No","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,60,60,61,298
"186","M","Estrato 2","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",62,73,61,53,318
"187","M","Estrato 2","1 a 2","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",66,54,61,62,293
"188","M","Estrato 2","1 a 2","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",55,56,61,59,293
"189","M","Estrato 2","3 a 4","Cuatro","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MASCULINO","URBANO",65,64,58,57,301
"190","M","Estrato 2","3 a 4","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",68,50,43,65,278
"191","F","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",49,44,50,57,250
"192","M","Estrato 2","7 a 8","Cuatro","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",69,63,63,59,315
"193","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,63,61,55,317
"194","M","Estrato 2","3 a 4","Tres","Si","0 A 10 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",61,62,56,58,289
"195","F","Estrato 2","3 a 4","Uno","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,57,61,59,302
"196","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",58,58,55,54,280
"197","M","Estrato 2",NA,"Cinco","Si","0 A 10 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",53,37,42,47,226
"198","M","Estrato 2","5 a 6","Tres","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,57,41,50,251
"199","F","Estrato 2","3 a 4","Cinco","Si","0 A 10 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",49,38,40,44,204
"200","M","Estrato 2","9 o más","Seis o mas","Si","26 A 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",46,64,55,54,265
"201","M","Estrato 2","3 a 4","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",49,43,54,60,257
"202","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",55,61,58,55,292
"203","F","Estrato 2","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","FEMENINO","URBANO",57,60,56,60,280
"204","M","Estrato 2","7 a 8","Seis o mas","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",45,51,54,56,249
"205","F","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",59,63,67,60,315
"206","F","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",55,50,50,51,253
"207","F","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,66,72,71,347
"208","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",51,53,50,46,248
"209","M","Estrato 2","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",58,53,60,62,283
"210","M","Estrato 2","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",73,71,77,74,365
"211","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",61,76,70,69,348
"212","M","Estrato 2","5 a 6","Cuatro","Si","11 A 25 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",53,57,57,66,275
"213","F","Estrato 2","9 o más","Cuatro","Si","0 A 10 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",71,72,69,64,344
"214","F","Estrato 2","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",61,56,60,68,295
"215","F","Estrato 2","3 a 4","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",66,61,60,49,303
"216","M","Estrato 2","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",55,42,49,63,254
"217","F","Estrato 2","3 a 4","Tres","Si","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,57,55,57,285
"218","M","Estrato 2","5 a 6","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",44,42,43,45,213
"219","M","Estrato 2","5 a 6","Cuatro","Si","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",60,49,58,61,277
"220","F","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",56,52,57,54,269
"221","M","Estrato 2","5 a 6","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",38,42,46,41,208
"222","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",58,55,56,57,287
"223","F","Estrato 2","3 a 4","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",61,58,60,61,297
"224","M","Estrato 2","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,54,51,43,263
"225","F","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",66,66,61,74,325
"226","M","Estrato 2","1 a 2","Dos","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",57,56,58,57,286
"227","F","Estrato 2","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",66,61,53,70,300
"228","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",78,76,75,71,377
"229","M","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",58,66,61,54,294
"230","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",61,54,60,60,298
"231","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",61,68,60,57,302
"232","F","Estrato 2","7 a 8","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",63,63,60,48,305
"233","M","Estrato 2","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",71,80,72,75,367
"234","M","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",77,72,71,70,359
"235","M","Estrato 2","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","FEMENINO","URBANO",60,63,64,72,316
"236","F","Estrato 2","5 a 6","Dos","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",65,58,59,73,317
"237","F","Estrato 2","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",57,57,61,53,300
"238","M","Estrato 2","9 o más","Seis o mas","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",38,31,29,34,153
"239","F","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,52,57,45,268
"240","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",68,66,67,80,335
"241","M","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",51,56,51,60,261
"242","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",66,66,60,60,321
"243","F","Estrato 2","5 a 6","Cuatro","Si","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",47,46,46,54,225
"244","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,64,62,66,323
"245","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,70,71,71,339
"246","F","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",47,53,50,64,261
"247","F","Estrato 2","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",54,46,60,52,266
"248","M","Estrato 2","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",52,42,44,43,222
"249","F","Estrato 2","5 a 6","Tres","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",55,53,54,62,268
"250","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",42,51,40,33,194
"251","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,65,63,49,292
"252","M","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",67,54,60,59,297
"253","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",47,43,53,52,221
"254","M","Estrato 2","5 a 6","Tres","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,76,66,58,326
"255","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",55,48,49,55,261
"256","M","Estrato 2","5 a 6","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,69,62,65,305
"257","M","Estrato 2","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",58,53,53,55,280
"258","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","No Navega Internet","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",64,59,60,62,305
"259","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",50,57,32,57,237
"260","F","Estrato 2","1 a 2","Uno","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",54,61,56,58,284
"261","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",65,55,56,55,278
"262","M","Estrato 2","1 a 2","Dos","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",67,71,70,63,340
"263","F","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",76,74,76,82,378
"264","M","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",69,75,74,73,363
"265","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,53,59,49,275
"266","M","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",57,56,61,71,285
"267","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",65,52,56,67,282
"268","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",67,73,72,63,350
"269","M","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",52,50,57,54,276
"270","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",51,46,51,56,251
"271","M","Estrato 2","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,66,58,68,315
"272","M","Estrato 2","3 a 4","Tres","Si",NA,NA,NA,"NO OFICIAL","MIXTO","URBANO",49,46,48,59,234
"273","F","Estrato 2","1 a 2","Cuatro","Si","0 A 10 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",56,50,54,57,254
"274","M","Estrato 2",NA,"Dos","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",57,59,48,23,259
"275","M","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,63,64,61,329
"276","F","Estrato 2","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",60,51,57,54,283
"277","M","Estrato 2","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,59,60,61,306
"278","F","Estrato 2","5 a 6","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",62,56,58,71,304
"279","M","Estrato 2","5 a 6","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",50,50,50,47,255
"280","F","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",66,67,58,65,304
"281","F","Estrato 2","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",61,64,64,69,312
"282","M","Estrato 2","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MASCULINO","URBANO",61,66,64,64,313
"283","F","Estrato 2","5 a 6","Cuatro","Si","0 A 10 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",45,39,52,64,230
"284","F","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",56,53,58,56,282
"285","F","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",55,48,54,69,268
"286","F","Estrato 2","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",64,60,65,53,310
"287","M","Estrato 2","5 a 6","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",47,58,61,51,271
"288","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",62,60,59,56,300
"289","M","Estrato 2","3 a 4","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",66,73,67,72,346
"290","M","Estrato 2",NA,"Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,68,69,66,336
"291","M","Estrato 2","1 a 2","Dos","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",51,32,47,44,212
"292","M","Estrato 2","1 a 2","Uno","Si","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",61,58,49,71,292
"293","F","Estrato 2","3 a 4","Tres","No","0 A 10 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",58,55,61,58,285
"294","M","Estrato 2","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,49,49,46,252
"295","M","Estrato 2","5 a 6","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",66,65,61,71,320
"296","M","Estrato 2","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",64,62,62,65,309
"297","F","Estrato 2","1 a 2","Uno","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,55,55,39,262
"298","F","Estrato 2","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",58,49,53,59,266
"299","M","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",55,67,65,51,303
"300","F","Estrato 2","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",52,46,54,52,245
